EventID,iz,iy,Left,Right
96,1,0,0,0
96,1,1,0,0
96,1,2,0,0
96,2,0,0,0
96,2,1,0,0
96,2,2,0,0
97,0,0,0,0
97,0,1,0,0
97,0,2,0,0
97,1,0,0,0
97,1,1,0,0
97,1,2,0,0
97,2,0,0,0
97,2,1,0,0
97,2,2,0,0
98,0,0,0,0
98,0,1,0,0
98,0,2,0,0
98,1,0,0,0
98,1,1,0,0
98,1,2,0,0
98,2,0,0,0
98,2,1,0,0
98,2,2,0,0
99,0,0,0,0
99,0,1,0,0
99,0,2,0,0
99,1,0,0,0
99,1,1,0,0
99,1,2,0,0
99,2,0,0,0
99,2,1,0,0
99,2,2,0,0
24,0,0,0,0
24,0,1,0,0
24,0,2,0,0
24,1,0,0,0
24,1,1,0,0
24,1,2,0,0
24,2,0,0,0
24,2,1,0,0
24,2,2,0,0
25,0,0,0,0
25,0,1,0,0
25,0,2,0,0
25,1,0,0,0
25,1,1,0,0
25,1,2,0,0
25,2,0,0,0
25,2,1,0,0
25,2,2,0,0
26,0,0,0,0
26,0,1,0,0
26,0,2,0,0
26,1,0,0,0
26,1,1,0,0
26,1,2,0,0
26,2,0,0,0
26,2,1,0,0
26,2,2,0,0
39,0,0,0,0
39,0,1,1,0
39,0,2,7,3
39,1,0,0,9
39,1,1,9,3
39,1,2,626,1199
39,2,0,0,1
39,2,1,0,3
39,2,2,4,5
40,0,0,1,0
40,0,1,37,1
40,0,2,0,0
40,1,0,7,0
40,1,1,54,4
40,1,2,2,0
40,2,0,44,2
40,2,1,3986,565
40,2,2,51,5
41,0,0,0,0
41,0,1,0,0
41,0,2,0,0
41,1,0,0,0
41,1,1,0,0
41,1,2,0,0
41,2,0,0,0
41,2,1,0,0
41,2,2,0,0
27,0,0,0,0
27,0,1,0,0
27,0,2,0,0
27,1,0,0,0
27,1,1,0,0
27,1,2,0,0
27,2,0,0,0
27,2,1,0,0
27,2,2,0,0
28,0,0,0,0
28,0,1,0,0
28,0,2,0,0
28,1,0,0,0
28,1,1,0,0
28,1,2,0,0
28,2,0,0,0
28,2,1,0,0
28,2,2,0,0
29,0,0,0,0
29,0,1,0,0
29,0,2,0,0
29,1,0,0,0
29,1,1,0,0
29,1,2,0,0
29,2,0,0,0
29,2,1,0,0
29,2,2,0,0
42,0,0,0,0
42,0,1,0,0
42,0,2,0,0
42,1,0,0,0
42,1,1,0,0
42,1,2,0,0
42,2,0,0,0
42,2,1,0,0
42,2,2,0,0
43,0,0,0,0
43,0,1,0,0
43,0,2,0,0
43,1,0,0,0
43,1,1,0,0
43,1,2,0,0
43,2,0,0,0
43,2,1,0,0
43,2,2,0,0
44,0,0,0,0
44,0,1,0,0
44,0,2,0,0
44,1,0,0,0
44,1,1,0,0
44,1,2,0,0
44,2,0,0,0
44,2,1,0,0
44,2,2,0,0
45,0,0,0,1
45,0,1,0,1
45,0,2,5,13
45,1,0,1,2
45,1,1,0,1
45,1,2,11,18
45,2,0,5,11
45,2,1,3,19
45,2,2,1266,2708
46,0,0,0,0
46,0,1,0,0
46,0,2,0,0
46,1,0,0,0
46,1,1,0,0
46,1,2,0,0
46,2,0,0,0
46,2,1,0,0
46,2,2,0,0
47,0,0,0,0
47,0,1,2,4
47,0,2,0,0
47,1,0,0,1
47,1,1,8,12
47,1,2,1,0
47,2,0,3,14
47,2,1,1126,1144
47,2,2,2,6
6,0,0,0,0
6,0,1,0,0
6,0,2,0,0
6,1,0,0,0
6,1,1,0,0
6,1,2,0,0
6,2,0,0,0
6,2,1,0,0
6,2,2,0,0
7,0,0,0,0
7,0,1,0,0
7,0,2,0,0
7,1,0,0,0
7,1,1,0,0
7,1,2,0,0
7,2,0,0,0
7,2,1,0,0
7,2,2,0,0
8,0,0,0,0
8,0,1,0,0
8,0,2,0,0
8,1,0,0,0
8,1,1,0,0
8,1,2,0,0
8,2,0,0,0
8,2,1,0,0
8,2,2,0,0
15,0,0,0,0
15,0,1,0,0
15,0,2,0,0
15,1,0,0,0
15,1,1,0,0
15,1,2,0,0
15,2,0,0,0
15,2,1,0,0
15,2,2,0,0
16,0,0,0,0
16,0,1,0,0
16,0,2,0,0
16,1,0,0,0
16,1,1,0,0
16,1,2,0,0
16,2,0,0,0
16,2,1,0,0
16,2,2,0,0
17,0,0,2,1
17,0,1,492,245
17,0,2,2,1
17,1,0,0,0
17,1,1,2,2
17,1,2,1,0
17,2,0,0,0
17,2,1,0,1
17,2,2,1,0
48,0,0,0,0
48,0,1,0,0
48,0,2,0,0
48,1,0,0,0
48,1,1,0,0
48,1,2,0,0
48,2,0,0,0
48,2,1,0,0
48,2,2,0,0
49,0,0,0,0
49,0,1,0,0
49,0,2,0,0
49,1,0,0,0
49,1,1,0,0
49,1,2,0,0
49,2,0,0,0
49,2,1,0,0
49,2,2,0,0
50,0,0,0,0
50,0,1,0,0
50,0,2,0,0
50,1,0,0,0
50,1,1,0,0
50,1,2,0,0
50,2,0,0,0
50,2,1,0,0
50,2,2,0,0
51,0,0,0,0
51,0,1,0,0
51,0,2,0,0
51,1,0,0,0
51,1,1,0,0
51,1,2,0,0
51,2,0,0,0
51,2,1,0,0
51,2,2,0,0
52,0,0,0,0
52,0,1,0,0
52,0,2,0,0
52,1,0,0,0
52,1,1,0,0
52,1,2,0,0
52,2,0,0,0
52,2,1,0,0
52,2,2,0,0
53,0,0,0,0
53,0,1,0,0
53,0,2,0,0
53,1,0,0,0
53,1,1,0,0
53,1,2,0,0
53,2,0,0,0
53,2,1,0,0
53,2,2,0,0
54,0,0,1,1
54,0,1,669,244
54,0,2,8,14
54,1,0,0,1
54,1,1,2,1
54,1,2,0,0
54,2,0,1,0
54,2,1,0,0
54,2,2,1,0
55,0,0,0,0
55,0,1,0,0
55,0,2,0,0
55,1,0,0,0
55,1,1,0,0
55,1,2,0,0
55,2,0,0,0
55,2,1,0,0
55,2,2,0,0
56,0,0,2,1
56,0,1,177,5
56,0,2,8,0
56,1,0,185,5
56,1,1,6486,673
56,1,2,84,1
56,2,0,11,0
56,2,1,91,5
56,2,2,12,0
72,0,0,0,0
72,0,1,0,0
72,0,2,0,0
72,1,0,0,0
72,1,1,0,0
72,1,2,0,0
72,2,0,0,0
72,2,1,0,0
72,2,2,0,0
73,0,0,0,0
73,0,1,0,0
73,0,2,0,0
73,1,0,0,0
73,1,1,0,0
73,1,2,0,0
73,2,0,0,0
73,2,1,0,0
73,2,2,0,0
74,0,0,0,0
74,0,1,0,0
74,0,2,0,0
74,1,0,0,0
74,1,1,0,0
74,1,2,0,0
74,2,0,0,0
74,2,1,0,0
74,2,2,0,0
75,0,0,0,0
75,0,1,0,0
75,0,2,0,0
75,1,0,0,0
75,1,1,0,0
75,1,2,0,0
75,2,0,0,0
75,2,1,0,0
75,2,2,0,0
76,0,0,0,0
76,0,1,0,0
76,0,2,0,0
76,1,0,0,0
76,1,1,0,0
76,1,2,0,0
76,2,0,0,0
76,2,1,0,0
76,2,2,0,0
77,0,0,0,0
77,0,1,0,0
77,0,2,0,0
77,1,0,0,0
77,1,1,0,0
77,1,2,0,0
77,2,0,0,0
77,2,1,0,0
77,2,2,0,0
78,0,0,0,0
78,0,1,0,0
78,0,2,0,0
78,1,0,0,0
78,1,1,0,0
78,1,2,0,0
78,2,0,0,0
78,2,1,0,0
78,2,2,0,0
79,0,0,0,0
79,0,1,0,0
79,0,2,0,0
79,1,0,0,0
79,1,1,0,0
79,1,2,0,0
79,2,0,0,0
79,2,1,0,0
79,2,2,0,0
80,0,0,0,0
80,0,1,0,0
80,0,2,0,0
80,1,0,0,0
80,1,1,0,0
80,1,2,0,0
80,2,0,0,0
80,2,1,0,0
80,2,2,0,0
81,0,0,0,0
81,0,1,0,0
81,0,2,0,0
81,1,0,0,0
81,1,1,0,0
81,1,2,0,0
81,2,0,0,0
81,2,1,0,0
81,2,2,0,0
82,0,0,0,0
82,0,1,0,0
82,0,2,0,0
82,1,0,0,0
82,1,1,0,0
82,1,2,0,0
82,2,0,0,0
82,2,1,0,0
82,2,2,0,0
83,0,0,0,0
83,0,1,0,0
83,0,2,0,0
83,1,0,0,0
83,1,1,0,0
83,1,2,0,0
83,2,0,0,0
83,2,1,0,0
83,2,2,0,0
84,0,0,0,0
84,0,1,0,0
84,0,2,0,0
84,1,0,0,0
84,1,1,0,0
84,1,2,0,0
84,2,0,0,0
84,2,1,0,0
84,2,2,0,0
85,0,0,0,0
85,0,1,0,0
85,0,2,0,0
85,1,0,0,0
85,1,1,0,0
85,1,2,0,0
85,2,0,0,0
85,2,1,0,0
85,2,2,0,0
86,0,0,0,0
86,0,1,0,0
86,0,2,0,0
86,1,0,0,0
86,1,1,0,0
86,1,2,0,0
86,2,0,0,0
86,2,1,0,0
86,2,2,0,0
87,0,0,0,0
87,0,1,0,0
87,0,2,0,0
87,1,0,0,0
87,1,1,0,0
87,1,2,0,0
87,2,0,0,0
87,2,1,0,0
87,2,2,0,0
88,0,0,0,0
88,0,1,0,0
88,0,2,0,0
88,1,0,0,0
88,1,1,0,0
88,1,2,0,0
88,2,0,0,0
88,2,1,0,0
88,2,2,0,0
89,0,0,0,0
89,0,1,1,0
89,0,2,5,5
89,1,0,0,0
89,1,1,1,0
89,1,2,27,30
89,2,0,5,0
89,2,1,7,17
89,2,2,1857,1779
0,0,0,0,0
0,0,1,0,0
0,0,2,0,0
0,1,0,0,0
0,1,1,0,0
0,1,2,0,0
0,2,0,0,0
0,2,1,0,0
0,2,2,0,0
1,0,0,1,0
1,0,1,1,2
1,0,2,1,1
1,1,0,0,0
1,1,1,640,622
1,1,2,0,3
1,2,0,1,1
1,2,1,3,5
1,2,2,0,0
2,0,0,0,0
2,0,1,0,0
2,0,2,0,0
2,1,0,0,0
2,1,1,0,0
2,1,2,0,0
2,2,0,0,0
2,2,1,0,0
2,2,2,0,0
60,0,0,0,0
60,0,1,0,0
60,0,2,0,0
60,1,0,0,0
60,1,1,0,0
60,1,2,0,0
60,2,0,0,0
60,2,1,0,0
60,2,2,0,0
61,0,0,0,0
61,0,1,0,0
61,0,2,0,0
61,1,0,0,0
61,1,1,0,0
61,1,2,0,0
61,2,0,0,0
61,2,1,0,0
61,2,2,0,0
62,0,0,0,0
62,0,1,0,0
62,0,2,0,0
62,1,0,0,0
62,1,1,0,0
62,1,2,0,0
62,2,0,0,0
62,2,1,0,0
62,2,2,0,0
63,0,0,0,0
63,0,1,0,0
63,0,2,0,0
63,1,0,0,0
63,1,1,0,0
63,1,2,0,0
63,2,0,0,0
63,2,1,0,0
63,2,2,0,0
64,0,0,0,0
64,0,1,2,0
64,0,2,196,4
64,1,0,25,3
64,1,1,79,1
64,1,2,4965,276
64,2,0,1,0
64,2,1,1,1
64,2,2,56,4
65,0,0,1,9
65,0,1,1141,2239
65,0,2,17,19
65,1,0,0,2
65,1,1,23,30
65,1,2,0,0
65,2,0,0,1
65,2,1,9,8
65,2,2,0,0
3,0,0,0,0
3,0,1,0,0
3,0,2,0,0
3,1,0,0,0
3,1,1,0,0
3,1,2,0,0
3,2,0,0,0
3,2,1,0,0
3,2,2,0,0
4,0,0,0,1
4,0,1,5,11
4,0,2,0,1
4,1,0,4,8
4,1,1,1120,2209
4,1,2,4,11
4,2,0,0,1
4,2,1,11,11
4,2,2,1,1
5,0,0,10,0
5,0,1,1413,285
5,0,2,9,0
5,1,0,1,0
5,1,1,14,2
5,1,2,0,0
5,2,0,0,0
5,2,1,8,1
5,2,2,0,0
9,0,0,0,0
9,0,1,0,0
9,0,2,0,0
9,1,0,0,0
9,1,1,0,0
9,1,2,0,0
9,2,0,0,0
9,2,1,0,0
9,2,2,0,0
10,0,0,0,0
10,0,1,0,0
10,0,2,0,0
10,1,0,0,0
10,1,1,0,0
10,1,2,0,0
10,2,0,0,0
10,2,1,0,0
10,2,2,0,0
11,0,0,1,0
11,0,1,0,0
11,0,2,0,0
11,1,0,1,2
11,1,1,0,0
11,1,2,0,0
11,2,0,381,387
11,2,1,0,2
11,2,2,2,3
57,0,0,0,0
57,0,1,0,0
57,0,2,0,0
57,1,0,0,0
57,1,1,0,0
57,1,2,0,0
57,2,0,0,0
57,2,1,0,0
57,2,2,0,0
58,0,0,0,0
58,0,1,1,1
58,0,2,15,2
58,1,0,5,5
58,1,1,10,2
58,1,2,1371,1010
58,2,0,0,0
58,2,1,0,0
58,2,2,19,13
59,0,0,0,0
59,0,1,0,0
59,0,2,0,0
59,1,0,0,0
59,1,1,0,0
59,1,2,0,0
59,2,0,0,0
59,2,1,0,0
59,2,2,0,0
93,0,0,0,0
93,0,1,0,0
93,0,2,0,0
93,1,0,0,0
93,1,1,0,0
93,1,2,0,0
93,2,0,0,0
93,2,1,0,0
93,2,2,0,0
94,0,0,1,0
94,0,1,0,0
94,0,2,8,3
94,1,0,2,0
94,1,1,1,0
94,1,2,24,21
94,2,0,10,5
94,2,1,9,13
94,2,2,2335,1557
95,0,0,0,0
95,0,1,0,0
95,0,2,0,0
95,1,0,0,0
95,1,1,0,0
95,1,2,0,0
95,2,0,0,0
95,2,1,0,0
95,2,2,0,0
18,0,0,0,0
18,0,1,0,0
18,0,2,0,0
18,1,0,0,0
18,1,1,0,0
18,1,2,0,0
18,2,0,0,0
18,2,1,0,0
18,2,2,0,0
19,0,0,0,0
19,0,1,0,0
19,0,2,0,0
19,1,0,0,0
19,1,1,0,0
19,1,2,0,0
19,2,0,0,0
19,2,1,0,0
19,2,2,0,0
20,0,0,0,0
20,0,1,0,0
20,0,2,0,0
20,1,0,0,0
20,1,1,0,0
20,1,2,0,0
20,2,0,0,0
20,2,1,0,0
20,2,2,0,0
33,0,0,5,4
33,0,1,1763,607
33,0,2,9,4
33,1,0,1,0
33,1,1,8,3
33,1,2,1,0
33,2,0,2,0
33,2,1,3,3
33,2,2,2,0
34,0,0,0,0
34,0,1,0,0
34,0,2,0,0
34,1,0,0,0
34,1,1,0,0
34,1,2,0,0
34,2,0,0,0
34,2,1,0,0
34,2,2,0,0
35,0,0,0,0
35,0,1,0,0
35,0,2,0,0
35,1,0,0,0
35,1,1,0,0
35,1,2,0,0
35,2,0,0,0
35,2,1,0,0
35,2,2,0,0
66,0,0,0,0
66,0,1,0,0
66,0,2,0,0
66,1,0,0,0
66,1,1,0,0
66,1,2,0,0
66,2,0,0,0
66,2,1,0,0
66,2,2,0,0
67,0,0,0,0
67,0,1,0,0
67,0,2,0,0
67,1,0,0,0
67,1,1,0,0
67,1,2,0,0
67,2,0,0,0
67,2,1,0,0
67,2,2,0,0
68,0,0,0,0
68,0,1,0,0
68,0,2,0,0
68,1,0,0,0
68,1,1,0,0
68,1,2,0,0
68,2,0,0,0
68,2,1,0,0
68,2,2,0,0
69,0,0,141,476
69,0,1,477,1375
69,0,2,23,25
69,1,0,15,8
69,1,1,25,15
69,1,2,2735,1014
69,2,0,3,1
69,2,1,3,2
69,2,2,33,12
70,0,0,0,0
70,0,1,0,0
70,0,2,0,0
70,1,0,0,0
70,1,1,0,0
70,1,2,0,0
70,2,0,0,0
70,2,1,0,0
70,2,2,0,0
71,0,0,0,0
71,0,1,0,0
71,0,2,2,2
71,1,0,0,0
71,1,1,0,0
71,1,2,2,7
71,2,0,2,0
71,2,1,4,6
71,2,2,378,560
